chr1	2320000	3760000
chr1	3800000	6040000
chr1	6080000	6720000
chr1	8040000	8400000
chr1	8400000	8920000
chr1	9800000	10480000
chr1	10560000	11040000
chr1	12840000	15440000
chr1	15440000	15840000
chr1	16360000	16800000
chr1	16880000	17160000
chr1	17160000	17720000
chr1	17720000	17960000
chr1	17960000	19200000
chr1	19200000	19400000
chr1	19400000	19560000
chr1	19640000	20000000
chr1	20200000	20840000
chr1	20840000	21000000
chr1	21000000	21520000
chr1	22440000	23000000
chr1	23000000	23280000
chr1	23280000	24000000
chr1	25640000	26160000
chr1	26160000	26360000
chr1	26360000	26800000
chr1	26800000	27240000
chr1	27280000	27720000
chr1	27720000	28000000
chr1	29120000	29560000
chr1	29560000	31200000
chr1	31200000	31400000
chr1	32880000	33360000
chr1	33360000	33560000
chr1	34080000	35240000
chr1	35240000	36280000
chr1	36280000	36560000
chr1	36560000	36920000
chr1	36960000	37920000
chr1	37920000	38480000
chr1	38480000	39560000
chr1	39560000	39960000
chr1	39960000	40240000
chr1	40280000	41440000
chr1	41440000	41920000
chr1	43240000	43560000
chr1	44520000	45120000
chr1	45160000	45800000
chr1	45800000	46040000
chr1	46040000	46800000
chr1	46840000	47200000
chr1	47200000	47640000
chr1	47640000	48200000
chr1	48240000	48560000
chr1	48720000	49320000
chr1	49360000	50840000
chr1	52840000	53680000
chr1	55520000	57200000
chr1	57280000	58960000
chr1	60400000	61280000
chr1	61280000	62520000
chr1	62600000	62880000
chr1	62880000	63280000
chr1	63280000	64040000
chr1	64040000	64720000
chr1	64720000	65320000
chr1	66720000	67240000
chr1	67240000	67680000
chr1	67680000	68000000
chr1	68000000	68240000
chr1	68240000	68840000
chr1	70680000	71000000
chr1	71000000	71560000
chr1	71560000	72520000
chr1	72640000	75200000
chr1	75200000	75680000
chr1	75680000	76160000
chr1	76320000	77600000
chr1	77600000	78600000
chr1	78600000	79160000
chr1	79160000	80640000
chr1	80680000	82240000
chr1	82240000	84360000
chr1	84360000	84920000
chr1	85760000	86840000
chr1	86840000	87160000
chr1	87160000	87560000
chr1	87560000	89120000
chr1	89120000	89360000
chr1	89360000	89920000
chr1	90480000	91760000
chr1	91960000	92440000
chr1	92440000	92760000
chr1	92760000	93320000
chr1	94400000	94960000
chr1	95720000	97360000
chr1	97400000	98960000
chr1	99120000	100200000
chr1	100200000	101360000
chr1	101360000	101760000
chr1	104080000	104240000
chr1	104240000	105200000
chr1	108320000	108720000
chr1	109720000	110080000
chr1	110080000	110560000
chr1	110600000	111040000
chr1	112000000	112320000
chr1	112320000	112920000
chr1	112920000	113240000
chr1	113280000	113600000
chr1	113600000	114280000
chr1	114320000	114880000
chr1	116320000	116600000
chr1	116640000	117040000
chr1	117120000	117600000
chr1	117600000	118480000
chr1	145360000	145840000
chr1	148480000	149760000
chr1	149760000	150200000
chr1	150200000	151000000
chr1	151000000	151840000
chr1	152440000	153280000
chr1	153320000	153480000
chr1	154160000	154520000
chr1	154520000	155160000
chr1	155160000	156040000
chr1	157120000	157480000
chr1	159080000	160000000
chr1	160040000	160360000
chr1	160360000	160640000
chr1	160640000	161120000
chr1	161720000	162800000
chr1	162800000	163320000
chr1	163320000	165080000
chr1	168280000	169360000
chr1	169520000	169800000
chr1	169840000	171440000
chr1	171440000	171960000
chr1	171960000	172400000
chr1	175000000	176200000
chr1	176320000	176840000
chr1	176840000	177960000
chr1	177960000	178280000
chr1	178480000	179000000
chr1	179040000	179800000
chr1	179800000	180160000
chr1	180160000	180480000
chr1	180480000	180840000
chr1	180840000	181160000
chr1	181160000	181400000
chr1	181400000	182040000
chr1	182040000	182400000
chr1	182400000	182800000
chr1	182840000	183600000
chr1	183600000	183880000
chr1	184000000	184680000
chr1	184680000	184960000
chr1	185160000	185680000
chr1	185680000	186280000
chr1	186360000	187000000
chr1	187000000	190360000
chr1	190440000	192440000
chr1	192440000	193080000
chr1	193120000	194280000
chr1	197920000	198680000
chr1	198680000	199560000
chr1	199560000	200520000
chr1	201400000	202120000
chr1	202120000	202680000
chr1	202680000	203000000
chr1	203000000	203240000
chr1	203240000	203800000
chr1	203800000	204120000
chr1	206640000	207160000
chr1	211440000	211840000
chr1	211840000	212200000
chr1	212200000	212640000
chr1	212640000	213200000
chr1	214800000	215800000
chr1	215800000	216920000
chr1	216920000	218440000
chr1	218440000	220000000
chr1	220000000	220960000
chr1	221640000	222640000
chr1	222640000	222840000
chr1	222920000	223280000
chr1	223280000	223880000
chr1	223880000	224280000
chr1	224680000	225120000
chr1	225120000	225640000
chr1	226360000	226560000
chr1	227640000	227920000
chr1	227920000	228160000
chr1	228160000	228720000
chr1	228840000	229400000
chr1	229400000	229680000
chr1	230760000	231360000
chr1	231440000	231760000
chr1	232760000	233440000
chr1	233440000	234240000
chr1	234240000	235240000
chr1	236240000	236680000
chr1	236760000	237760000
chr1	237960000	240160000
chr1	240160000	241680000
chr1	243280000	244640000
chr1	244760000	245240000
chr1	246680000	246920000
chr1	246960000	247680000
chr2	0	3720000
chr2	9280000	9520000
chr2	9600000	9920000
chr2	9920000	10200000
chr2	10200000	10880000
chr2	10960000	11280000
chr2	11280000	11800000
chr2	11920000	13160000
chr2	13160000	15760000
chr2	15760000	16720000
chr2	17920000	18560000
chr2	18560000	20120000
chr2	20120000	20480000
chr2	20560000	20840000
chr2	25200000	25440000
chr2	25440000	25800000
chr2	26120000	26400000
chr2	26400000	26720000
chr2	26800000	27000000
chr2	27600000	27920000
chr2	27920000	28680000
chr2	29160000	30360000
chr2	30360000	30920000
chr2	32080000	32760000
chr2	32800000	33840000
chr2	37200000	38120000
chr2	38120000	38520000
chr2	38520000	38760000
chr2	38760000	39000000
chr2	39280000	39480000
chr2	39560000	40000000
chr2	40040000	41000000
chr2	41000000	42040000
chr2	42720000	43040000
chr2	43040000	43840000
chr2	43840000	45200000
chr2	45200000	45840000
chr2	45840000	46200000
chr2	46200000	46680000
chr2	46680000	46880000
chr2	46880000	47120000
chr2	47120000	47560000
chr2	47560000	48000000
chr2	48000000	48320000
chr2	48320000	48760000
chr2	48800000	50720000
chr2	50720000	54000000
chr2	54200000	54720000
chr2	55480000	55920000
chr2	55920000	56240000
chr2	56240000	57760000
chr2	57920000	60920000
chr2	60920000	61240000
chr2	61240000	62120000
chr2	62120000	62640000
chr2	62680000	63000000
chr2	63000000	63800000
chr2	63840000	64240000
chr2	65480000	65800000
chr2	65840000	68280000
chr2	68320000	69160000
chr2	69240000	69560000
chr2	70120000	70520000
chr2	70520000	71320000
chr2	74840000	75120000
chr2	75120000	75880000
chr2	75920000	76840000
chr2	77160000	79240000
chr2	79240000	80160000
chr2	80160000	84640000
chr2	85520000	86000000
chr2	86040000	86320000
chr2	86960000	87320000
chr2	89000000	89640000
chr2	95360000	96640000
chr2	96640000	97200000
chr2	97200000	97800000
chr2	99000000	99240000
chr2	99240000	100120000
chr2	100120000	101200000
chr2	103360000	105880000
chr2	105920000	106720000
chr2	108840000	109440000
chr2	110280000	110560000
chr2	110840000	111160000
chr2	112520000	113320000
chr2	113840000	114240000
chr2	114240000	114720000
chr2	114720000	115360000
chr2	115360000	118560000
chr2	118760000	119640000
chr2	121080000	121440000
chr2	121440000	121840000
chr2	121840000	122120000
chr2	122120000	122520000
chr2	122560000	124760000
chr2	128600000	130680000
chr2	131520000	131760000
chr2	131880000	132440000
chr2	134640000	135200000
chr2	135200000	135680000
chr2	135680000	136560000
chr2	136640000	137160000
chr2	137160000	138640000
chr2	138640000	139600000
chr2	145160000	147440000
chr2	147480000	148680000
chr2	148680000	149280000
chr2	149280000	149880000
chr2	149880000	150440000
chr2	152880000	153560000
chr2	155280000	156200000
chr2	156200000	158120000
chr2	158120000	158880000
chr2	158880000	159680000
chr2	159720000	160920000
chr2	160920000	162040000
chr2	162160000	163200000
chr2	163200000	164000000
chr2	164000000	165480000
chr2	167360000	169000000
chr2	169000000	169800000
chr2	169800000	170120000
chr2	171760000	172360000
chr2	172400000	173000000
chr2	173000000	173600000
chr2	178000000	178640000
chr2	180960000	181920000
chr2	181960000	182400000
chr2	183000000	183880000
chr2	187680000	188320000
chr2	188360000	189360000
chr2	189400000	190320000
chr2	191200000	191880000
chr2	191880000	192400000
chr2	192400000	193040000
chr2	196200000	196960000
chr2	198640000	199160000
chr2	199160000	200800000
chr2	201760000	202080000
chr2	202080000	202640000
chr2	202640000	203120000
chr2	204320000	204800000
chr2	204840000	206840000
chr2	209240000	210160000
chr2	210200000	211080000
chr2	213520000	214040000
chr2	214080000	216160000
chr2	216240000	216880000
chr2	218640000	218960000
chr2	219880000	220240000
chr2	220240000	220560000
chr2	220560000	222880000
chr2	222880000	223520000
chr2	224840000	225200000
chr2	225200000	225640000
chr2	226520000	228000000
chr2	230600000	231680000
chr2	231680000	231920000
